dialogue_id,turn_id,speaker,utterance,emotion,annotation
371,16,Monica,Me and Chandler?!,surprise,0000050
372,0,Phoebe,"I really thought you making a good point. I mean y'know, until you got cut off.",neutral,4000010
372,1,A Female Student,"Yeah, what's up with that girl Monica?",neutral,4000010
372,2,Phoebe,I don't know! I didn't come with her!,non-neutral,1000121
372,3,Monica,All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,joy,0300020
372,4,All,A test?!!,surprise,1010030
372,5,Monica,Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,joy,0500000
373,0,Phoebe,"Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",neutral,5000000
373,1,Cliff,"I'd have to saythe talking gorilla, because at least I can explain to him that you're making me eat him.",neutral,4000001
373,2,Phoebe,Somebody went to college. Wow.  What is it? I'm sorry.,surprise,1000040
373,3,Mr. Franklin,"Okay, I hear you loud and clear. Bob will stay put.",neutral,4001000
373,4,Chandler,I think it's best sir.,neutral,4001000
373,5,Mr. Franklin,But we really do need to find someone up here.,neutral,5000000
373,6,Mr. Franklin,The work is starting to pile up.,neutral,3001100
373,7,Mr. Franklin,I've got a stack of documents on my desk this high.,neutral,3000101
373,8,Chandler,"Y'know what you should do, just toss em in the shedder and claim you never got em.",neutral,4000100
373,9,Mr. Franklin,That's a good one.,neutral,4100000
373,10,Chandler,What does a guy have to,neutral,4000001
374,0,Ross,"Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.",neutral,5000000
374,1,All,"Hi, Julie!",joy,2300000
374,2,Phoebe,Isn't there a national football league.,neutral,4000010
374,3,Chandler,"Yes. Yes, there is, they play on Sundays and Monday nights.",neutral,5000000
374,4,Rachel,Oh shoot! I work Monday nights.,sadness,0140000
374,5,Phoebe,"Umm, this stuffing is amazing. Do you think we should bring them some?",joy,1400000
374,6,Joey,"When they're hungry enough, they'll come in.",neutral,4100000
375,0,Tag,"Hey Joey, you wanted to talk to me?",neutral,5000000
375,1,Joey,"I don't know. You uh, you got something for me?",neutral,4001000
375,2,Tag,"Oh, yeah, this is from Rachel.",neutral,4100000
375,3,Joey,Ten. Okay. Now Tag there's such a thing as too many women.,neutral,3000020
375,4,Tag,Really?,surprise,2000030
375,5,Joey,"Yeah, for you!",joy,2300000
376,0,Chandler,"Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance.  Bye-bye.  Oh God!",surprise,0011030
376,1,Monica,That's,neutral,4000010
376,2,Chandler,"Hey, I've been honing!",non-neutral,2200100
376,3,Ross,What was with the dishes?,non-neutral,1000112
376,4,Chandler,"Oh, uh..",fear,0003020
376,5,Chandler,I want her to think I might be in a restaurant.. y'know?,fear,2003000
376,6,Chandler,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",non-neutral,1020101
376,7,Monica,"Look look! He's doing it again, the guy with the telescope!",surprise,0100040
376,8,Phoebe,Oh my God!  Go away!  Stop looking in here!,anger,0000302
376,9,Monica,"Great, now he's waving back.",disgust,0100004
376,10,Joey,"Man, we gotta do something about that guy.",disgust,0002003
376,11,Joey,"This morning, I caught him looking into our apartment.",disgust,0000104
376,12,Joey,It creeps me out!,non-neutral,0002201
376,13,Joey,I feel like I can't do stuff!,anger,0011300
376,14,Monica,What kinda stuff?,non-neutral,2001020
376,15,Joey,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",disgust,0010103
376,16,Phoebe,You cook naked?,surprise,0000050
376,17,Joey,"Yeah, toast, oatmeal... nothing that spatters.",neutral,4100000
376,18,Chandler,What are you looking at me for? I didn't know that.,surprise,0000041
377,0,Monica,Y'know they say a watched pot never beeps.,neutral,5000000
377,1,Phoebe,"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",non-neutral,2021000
377,2,Monica,Phoebe why don't you just call her? You obviously want to.,neutral,5000000
377,3,Phoebe,You think you know me so well.,anger,1010300
377,4,Monica,"Well, don't cha wanna?",neutral,4000010
377,5,Phoebe,Yeah.,neutral,3020000
377,6,Monica,"Okay, well I do know you.",neutral,4000010
377,7,Phoebe,That's what I said.,neutral,3010001
377,8,Monica,Well so?,neutral,4000010
377,9,Phoebe,I can't.,sadness,1040000
377,10,Phoebe,I can't.,sadness,1040000
377,11,Phoebe,"She dumped me, I mean I totally trusted her and then one day it was Okay, bye Pheebs' gone.",sadness,0050000
377,12,Phoebe,"Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.",sadness,0050000
378,0,Ross,"Ok, bye.  Well, Monica's not coming, it's just gonna be me and Rachel.",neutral,5000000
378,1,Chandler,"Oh. Well, hold on camper, are you sure you've thought this thing through?",neutral,3000020
378,2,Ross,It's laundry. The thinking through is minimal.,neutral,5000000
378,3,Chandler,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",joy,2300000
378,4,Ross,Nuh-uh.,non-neutral,2000021
378,5,Chandler,Yuh-huh.,non-neutral,2200010
378,6,Ross,"So what're you saying here? I should shave again, pick up some wine, what?",surprise,0000050
378,7,Chandler,"Well, you may wanna rethink the dirty underwear.",disgust,2000003
378,8,Chandler,This is basically the first time she's gonna see your underwearyou want it to be dirty?,surprise,1000031
378,9,Ross,No.,neutral,4001000
378,10,Chandler,"Oh, and uh, the fabric softener?",non-neutral,2000021
378,11,Ross,"Ok, ok, now what is wrong with my",non-neutral,1001210
378,12,Chandler,There you go.,neutral,5000000
379,0,Chandler,"Ok, so it's just because it was my table, I have to buy a new one?",non-neutral,1000121
379,1,Joey,That's the rule.,neutral,5000000
379,2,Chandler,"What rule? There's no rule, if anything, you owe me a table!",anger,0000500
379,3,Joey,How'd you get to that?,non-neutral,2000120
379,4,Chandler,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",non-neutral,2000102
379,5,Joey,You knew about that?,surprise,0000050
379,6,Chandler,"Well, let's just say the impressions you made in the butter left little to the imagination.",disgust,1000004
379,7,Joey,"Ok, ok, How about if we split it?",neutral,5000000
379,8,Chandler,"What do you mean, like, buy it together?",non-neutral,2000021
379,9,Joey,Yeah,neutral,4001000
379,10,Chandler,You think we're ready for something like that?,non-neutral,2001020
379,11,Joey,Why not?,neutral,5000000
379,12,Chandler,"Well, it's a pretty big commitment, I mean, what if one of us wants to move out?",neutral,3002000
379,13,Joey,"Why, are you moving out?",non-neutral,2002010
379,14,Chandler,I'm not moving out.,neutral,5000000
379,15,Joey,You'd tell me if you were moving out right,fear,2003000
379,16,Chandler,"Yeah, yeah, it's just that with my last roommate Kip...",neutral,4010000
379,17,Joey,"Aw, I know all about Kip!",non-neutral,1110002
379,18,Chandler,"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",non-neutral,2010002
379,19,Joey,"Well, let me ask you something, was Kip a better roommate than me?",non-neutral,2001011
379,20,Chandler,"Aw, don't do that",non-neutral,0020111
380,0,Phoebe,"Ooh, oh no! I have to go! I have a massage appointment.",non-neutral,1101110
380,1,Eric,"Oh no, stay here we'll keep doing this. I'll pay you.",neutral,4100000
380,2,Phoebe,"No, I got in trouble for that before. I'll see you later.",neutral,3002000
380,3,Eric,Absolutely.  I love the way you kiss.,joy,1400000
380,4,Mona,Oh my God! Oh my God! I'm so sorry!,non-neutral,0112001
380,5,Ross,"Aw forget it, it's from",neutral,3000101
380,6,Dr. Green,You think you can knock up my daughter and then not marry her?! I'm gonna kill you!!,anger,1000400
380,7,Ross,Y'know this is actually not a great time for me.,sadness,2030000
381,0,Rachel,"Okay! So, we'll just stay married.",joy,0500000
381,1,Ross,"Yes, exactly!",joy,0500000
381,2,Rachel,And I will make everyone call me Mrs. Geller!,joy,0500000
381,3,Ross,"Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",non-neutral,1200020
381,4,Rachel,"Okay, see now I'm scared because I don't actually think you're kidding.",fear,0004010
381,5,Ross,"I'm-I'm not kidding. Look I-I, I can't have",non-neutral,1211000
381,6,Rachel,What-wh-what so we'll just stay married forever?!,surprise,0001130
381,7,Ross,"Okay, look, how is this gonna affect you?",neutral,3101000
381,8,Ross,Really?,non-neutral,2100020
381,9,Ross,I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,joy,2300000
381,10,Ross,It's,neutral,4001000
381,11,Rachel,"Ohh, okay, I'm sorry.",sadness,2030000
381,12,Rachel,You're right.,neutral,4000100
381,13,Rachel,Y'know what?,neutral,3100100
381,14,Rachel,"We absolutely can stay married, because I was under the impression that the boxes were far",non-neutral,1200110
381,15,Ross,I'm asking you to do me a favor.,neutral,3101000
381,16,Rachel,You are asking me to be your wife!,non-neutral,1100120
381,17,Ross,And as my wife I think you should grant me this favor.,neutral,3200000
382,0,Monica,Oh my God!,surprise,0100040
382,1,Paul,"I know, I know, I'm such an idiot.",non-neutral,1010102
382,2,Paul,I guess I should have caught on when she started going to the dentist four and five times a week.,non-neutral,2020001
382,3,Paul,"I mean, how clean can teeth get?",non-neutral,2010011
382,4,Monica,"My brother's going through that right now, he's such a mess. How did you get through it?",neutral,3010010
382,5,Paul,"Well, you might try accidentally breaking something valuable of hers, say her-",neutral,4000100
382,6,Monica,-leg?,neutral,4000100
382,7,Paul,"That's one way! Me, I- I went for the watch.",neutral,4000100
382,8,Monica,You actually broke her watch?,surprise,0000050
382,9,Paul,"Ooh, steer clear of you.",surprise,2000030
382,10,Monica,That's right.,neutral,4000001
382,11,Rachel,"Barry, I'm sorry...",sadness,0050000
382,12,Rachel,I am so sorry...,sadness,0050000
382,13,Rachel,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",sadness,0050000
383,0,Ross,"No real-, honey, really it's fine, just g-go with Susan.",neutral,3010010
383,1,Ross,"Really, I, no, I think girls night out is a great idea.",non-neutral,2111000
383,2,Ross,"Okay, okay, bye",neutral,4010000
383,3,Phoebe,So what are they doing?,neutral,3000020
383,4,Ross,"I don't know, something girlie.",non-neutral,2010002
383,5,Phoebe,"Hey, you're early.",neutral,3000020
383,6,Monica,What are you doing with the lamp?,surprise,2000030
383,7,Phoebe,I'm just taking it to be re-wired.,neutral,5000000
383,8,Monica,"Oh, well don't take it to the same place you took the stereo, cause they've had that thing for over a week.",disgust,2000003
383,9,Phoebe,"No, no, Mr. Heckles no one is making any noise up here.",neutral,5000000
383,10,Mr. Heckles,You're disturbing my oboe practice.,anger,0000401
383,11,Phoebe,You don't play the oboe!,non-neutral,0000221
383,12,Mr. Heckles,I could play the oboe!,anger,0000410
383,13,Rachel,Ohhh! That is soo sweet!,joy,0400010
383,14,Mark,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",joy,0410000
383,15,Ross,"All right that's, that's it!! Get off her!",anger,0000401
383,16,Mark,What is going on?,surprise,0001130
383,17,Ross,What's going on?!  That's what's going on!!,anger,0000401
383,18,Rachel,Ross!,surprise,0000140
383,19,Ross,I have been down in your store for twenty minutes trying to get a tie!,anger,0000500
383,20,Ross,What do I have to do to get some service?!,anger,0000500
383,21,Ross,Hi Rach.,neutral,4100000
384,0,Mona,Ross?,neutral,4001000
384,1,Ross,Yeah?,neutral,4001000
384,2,Mona,Hey it's Mona! From the wedding.,joy,1400000
384,3,Ross,Oh hi!,joy,0400010
384,4,Mona,Hi!,joy,1400000
384,5,Ross,Wow! Uhhow are you?,surprise,0100040
384,6,Mona,"I'm good except umm, you still owe me a dance.",neutral,3200000
384,7,Ross,"Oh that's right. Well uh, would you be interested in seeing a Ukrainian film?",non-neutral,2201000
384,8,Mona,Oh you're serious. Sure!,surprise,0200030
384,9,Ross,Great! Well umm,non-neutral,2100020
384,10,Mona,I think I might need one more cup of coffee.,neutral,3001001
384,11,Ross,"Sure! Uh, let me get it for ya.",neutral,3000020
384,12,Mona,Okay.,neutral,4001000
385,0,Phoebe,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",sadness,2030000
385,1,Phoebe,Go!,anger,1100300
385,2,Rachel,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",surprise,0000050
385,3,Phoebe,"I may play the fool at times, but I'm a little more than a pretty blond girl with an ass that won't quit.",anger,2000300
385,4,Phoebe,I believe this belongs to the father of your baby.,neutral,3000200
385,5,Rachel,"Oh God Oh, he's in there right now?",surprise,0002030
385,6,Phoebe,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,neutral,3000200
385,7,Rachel,"Uh, let's rip!",non-neutral,1201010
385,8,Phoebe,Really? Are you sure?,surprise,0000050
385,9,Rachel,Oh Phoebe!,joy,1300010
385,10,Phoebe,"Okay, sorry. Yeah.",neutral,4010000
385,11,Tag,Hey Rach.,neutral,5000000
386,0,Phoebe,"Hey, thank you so much for these tickets, Chandler.",joy,0500000
386,1,Chandler,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",joy,2300000
386,2,Monica,"Oh, you're so wonderful.",joy,1400000
386,3,Bitter woman,Why don't you like me! Chapter one: my first period.,non-neutral,1010021
386,4,Chandler,"Can't believe you guys bought that, enjoy your slow death    .",non-neutral,2000111
386,5,Mr. Geller,I think there are people in there having sex.,non-neutral,1000022
386,6,Joey,"It can’t be me, I’m standing right here.",neutral,5000000
386,7,Mr. Geller,Wanna peek?,neutral,3000020
386,8,Ross,No!,disgust,0000014
386,9,Mr. Geller,Come on!,surprise,1100030
386,10,Ross,Y’know what? I don’t like you without mom.  Come on.,non-neutral,2000012
386,11,Joey,We’re not peeking?,non-neutral,2010110
386,12,Mr. Geller,Well I’m peeking.  Oh my God!,surprise,0200030
386,13,Chandler,"Hello sir, you know Monica.",neutral,5000000
387,0,Joanna,Chandler is fantastic!!,joy,0500000
387,1,Rachel,What?!,surprise,0000050
387,2,Joanna,"Oh God, we just clicked!",joy,0400010
387,3,Joanna,Y'know how people just click?,joy,0400010
387,4,Joanna,"Like he came by to pick me up, and I opened the door, and it was just like, click!",joy,0300020
387,5,Joanna,Did he tell you?,surprise,1100030
387,6,Rachel,"Oh, I....",non-neutral,2002010
387,7,Joanna,"Oh, and he's got such a good heart! Doesn't he have a good heart?",joy,0500000
387,8,Rachel,"Oh, I know...",non-neutral,2102000
387,9,Joanna,"Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.",joy,0500000
387,10,Sophie,Isn't this great?!,joy,0500000
387,11,Joanna,Don't spoil it.,neutral,4000001
388,0,Ross,Hi.,neutral,5000000
388,1,Rachel,"Hi, sweetie!",joy,0500000
388,2,Ross,Hello.,neutral,5000000
388,3,Mark,"Hi, Ross.",neutral,5000000
388,4,Ross,"Yeah, huh.",neutral,4000001
388,5,Rachel,I've got some bad news.,sadness,0041000
388,6,Ross,What?,fear,1003010
388,7,Rachel,"I can get a quick bite to eat, but then I have to come back up here.",neutral,5000000
388,8,Ross,"Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?",non-neutral,1010102
388,9,Mark,"Actually, it's kinda my fault. I-I quit today.",non-neutral,1021010
388,10,Ross,"But work comes first!  Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?",non-neutral,1120010
388,11,Rachel,"Nooo, he's leaving for a better job.",neutral,3110000
388,12,Ross,"Oh well that's great, so I guess this is ah, this is good bye then. Huh?  Good bye.",non-neutral,0220100
388,13,Mark,"Okay, then.",neutral,4000001
388,14,Ross,Okay.,neutral,3110000
388,15,Rachel,Well we're gonna miss you around here.,sadness,0050000
388,16,Mark,"Yeah, me too.",sadness,2030000
388,17,Mark,"So, see ya on Saturday.",neutral,5000000
388,18,Rachel,"Yeah, you bet.",neutral,5000000
389,0,Ross,Whazzup??,neutral,3200000
389,1,Chandler,"Seriously dude, 3 years ago.",non-neutral,1000112
389,2,Ross,"Listen, can you do me a favor?",neutral,4100000
389,3,Ross,I'm gonna be out today.,neutral,5000000
389,4,Ross,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",neutral,5000000
389,5,Chandler,You don't trust him?,surprise,2000030
390,0,Ross,I think the check in is that way.,neutral,5000000
390,1,Rachel,Ahh.,neutral,3000020
390,2,Joey,"Monica face it, Chandler is against marriage. And-and always will be!",neutral,5000000
390,3,Monica,Well there's some people who do want to marry me.,non-neutral,2210000
390,4,Joey,There are?,surprise,2000030
390,5,Monica,Yeah! Richard!,non-neutral,2200100
390,6,Joey,R-R-Richard said he wants to marry you?!  And-and Chandler's tellin' ya how much he hates marriage?!,surprise,0000050
390,7,Monica,That's right.,neutral,4010000
390,8,Joey,Chandler,neutral,4000010
390,9,Monica,You just told me that he hates marriage!,surprise,1000130
390,10,Monica,That-that he's a-a complex fellow who's unlikely to take a wife!,non-neutral,2010110
390,11,Monica,That-that he's against marriage and always will be!,non-neutral,2010200
390,12,Joey,You got,neutral,4001000
391,0,Ross,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",fear,2003000
391,1,Rachel,I knew.,neutral,5000000
391,2,Ross,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,surprise,0000050
391,3,Rachel,I did.,neutral,5000000
391,4,Ross,Oh.,sadness,0040010
391,5,Ross,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor herebut do you think it would be okay if I asked you out?",fear,2003000
391,6,Ross,Sometime?,neutral,3001010
391,7,Ross,Maybe?,neutral,3001010
391,8,Rachel,"Yeah, maybe...",non-neutral,2210000
391,9,Ross,"Okay... okay, maybe I will...",joy,2300000
392,0,Joey,Why?,surprise,2000030
392,1,Chandler,"Well, I just thought it'd make me feel good to do something nice for my friend.",neutral,3100010
392,2,Joey,"Well, you're amazing.",joy,1300010
392,3,Chandler,Oh no-no-no.,neutral,3001010
392,4,Joey,"A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?",surprise,0200030
392,5,Chandler,"Well, y'know I'm 29. I mean who needs a savings account.",non-neutral,2200010
392,6,Joey,"Oh, you are the best friends anyone has ever had.",joy,1400000
392,7,Chandler,"Oh, I don't know.",non-neutral,2100020
392,8,Joey,"Oh-no-no-no, you are!",joy,0400100
392,9,Joey,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that.",joy,1300010
392,10,Chandler,You mean with Casey.,neutral,3001010
392,11,Joey,"No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool.",neutral,3200000
392,12,Chandler,Or Casey.,neutral,3000101
392,13,Joey,"No-no, Kathy.",neutral,3000020
392,14,Chandler,Could be Casey.,neutral,3000101
392,15,Joey,"No. No, Kathy.",neutral,3000101
392,16,Chandler,Consider Casey.,neutral,4000001
392,17,Joey,Y'know what I think?,non-neutral,2100110
392,18,Joey,I think somebody's got a little crush on Casey.,joy,1300010
392,19,Joey,How bout I fix you two up?,non-neutral,2200010
392,20,Joey,What do you think?,non-neutral,2200010
392,21,Chandler,That all the pieces of my life are falling right into place!,joy,0400010
393,0,Chandler,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",neutral,4000001
393,1,Monica,"Honey, what's the matter?",neutral,3001010
393,2,Chandler,I just saw Janice.,neutral,4000001
393,3,Singer,"Cause every time I see your face, I can't help but fall from grace. I know.....",non-neutral,1120001
393,4,Joey,Wow! This girl is good.,non-neutral,2100020
393,5,Phoebe,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",non-neutral,2100101
393,6,Chandler,I like her.,neutral,5000000
393,7,Phoebe,Why? Because she can sing and play guitar and do both at the same time?,neutral,3000101
393,8,Chandler,"Well, that's pretty much all I'm looking for from these people.",neutral,5000000
393,9,Monica,Look at you. All jealous.,non-neutral,2000012
393,10,Ross,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more",neutral,5000000
393,11,Singer,beside meeeee-eeee-ee. .,neutral,4010000
393,12,Phoebe,"Okay, see, see, everyone else is happy she's done.",non-neutral,2200100
393,13,Singer,"Okay, my next song's called: Phoebe Buffay, What Can I Say.",neutral,3110000
393,14,Singer,"I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.",neutral,3110000
393,15,Phoebe,"Oh no, one of those look for the hidden meaning' songs.",neutral,3000002
394,0,Ross,"Yes, hello.",neutral,5000000
394,1,Ross,I have a question.,neutral,5000000
394,2,Ross,"Umm, I used your pen to draw on my friend's face.",neutral,4100000
394,3,Ross,A beard and a moustache.,neutral,4100000
394,4,Ross,Thank you.,neutral,3200000
394,5,Ross,"No,",neutral,5000000
394,6,Rachel,What?! What else did he say?,surprise,0000050
394,7,Ross,"Umm, he said he thought I was funny.",neutral,4100000
394,8,Ross,"So Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",neutral,5000000
394,9,Rachel,"Ross, no! There is",non-neutral,1002020
394,10,Ross,"Oh, come on! Rach, it's-it's not that bad.",neutral,4000010
394,11,Rachel,"Ross, I am a human doodle!!",non-neutral,2000201
394,12,Ross,"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",neutral,4100000
394,13,Ross,Okay?,neutral,4001000
394,14,Ross,"And besides, hey-hey-hey no one is even gonna",neutral,3200000
394,15,Ross,"Okay, there was",neutral,5000000
395,0,Ross,Come on!,non-neutral,1100210
395,1,Rachel,"Oh wait, don't you have to pay for your,  Busty Ladies?",non-neutral,1100021
395,2,Ross,"No, it's okay. Some-some kid asked me to pick it up for him, but I don't",neutral,4000100
395,3,Rachel,Oh yeah? Okay.,neutral,3000020
395,4,Ross,Okay.,neutral,5000000
395,5,Rachel,But! Don't you have to give him his money back?,surprise,1000040
395,6,Ross,"Uh-huh.  Hey, here you go buddy. Sorry, no porn for you.  Okay, let's go see Monica!",non-neutral,1200002
396,0,Monica,Oh my God!!! What are you doing?!!,surprise,0000140
396,1,Joey,"You said, you wanna come in for some lemonade?",neutral,4000010
396,2,Monica,So?!,non-neutral,1000211
396,3,Joey,"Whoa, ah!! We're you just gonna give me some lemonade?",surprise,1000040
396,4,Monica,Yeah huh!! Cover yourself up!,non-neutral,0000122
396,5,Joey,"Oh right, right.",neutral,5000000
396,6,Monica,"I don't believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",non-neutral,0000122
396,7,Joey,Well usually...yeah!,surprise,1000040
396,8,Joey,"Well, not just lemonade, iced tea, sometimes juice.",neutral,4000010
396,9,Joey,"Well, sorry, I just, I thought you liked me.",neutral,3010010
396,10,Joey,I'm such a jerk.,sadness,1040000
396,11,Monica,"It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",neutral,3000020
397,0,Rachel,Hmmm... this is so nice.,joy,0500000
397,1,Ross,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",neutral,4001000
397,2,Rachel,OK.,neutral,5000000
397,3,Ross,"OK. Here goes. For a while now, I've been wanting to, um....",neutral,4001000
397,4,Rachel,Ohhh!!!!,surprise,0000050
397,5,Ross,"Yes, yes, that's right...",neutral,4000010
397,6,Rachel,"Oh, look at the little cat!",surprise,2000030
397,7,Ross,What?  Ow!,surprise,0000050
397,8,David,"Well, I was probably going to do it at some point.",neutral,4000001
397,9,Chandler,I didn't mean,neutral,3020000
397,10,David,Why not?,non-neutral,2010020
397,11,David,It's brilliant!,joy,0400010
397,12,David,"Goodbye Mike, we'll see you at the wedding, fella!",joy,2300000
397,13,David,"well, we probably won't invite you to the wedding...",neutral,3010001
397,14,David,"Thank you, Chandler.",neutral,3200000
397,15,David,Sincerely.,neutral,5000000
397,16,Chandler,"Well, you're welcome! Glad I could help.",joy,0500000
397,17,David,How do you think I should propose?,non-neutral,2101010
397,18,Chandler,"David, I'm pretending to",neutral,4010000
398,0,Phoebe,"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can't win if you don't ask any",joy,2300000
398,1,Joey,What?!,surprise,1000040
398,2,Phoebe,"Well, you promised me a fun road trip!",joy,0300101
398,3,Phoebe,We've been on the road six hours and you've been asleep for five and a half!,anger,1000400
398,4,Phoebe,We are switching at the next rest stop and,non-neutral,2000201
398,5,Joey,All right. All right.,neutral,4010000
398,6,Phoebe,Yeah! And until then you are going to sing to me because the radio's broken and you are selfish but have a nice voice.,non-neutral,2100101
398,7,Joey,Really? I don't,surprise,0000050
398,8,Phoebe,Sing!!,anger,0200300
398,9,Joey,"Man, this is a long drive! Are my eyes open? No!",non-neutral,0002111
398,10,Hitchhiker,Morning!,joy,0400010
399,0,1st Customer,Everything was delicious!,joy,0500000
399,1,Monica,Thank you!,joy,0500000
399,2,2nd Customer,It was. The duck in particular was superb.,joy,2300000
399,3,Monica,Thank you!    You haven't said anything...,joy,1400000
399,4,3rd Customer,Actually I do have one small complaint.,neutral,3020000
399,5,Monica,Oh..please!I-I welcome criticism.,neutral,3000020
399,6,3rd Customer,The musician right outside the restaurant...it's kind    of a mood-killer!,non-neutral,1010201
399,7,Monica,What musician?,surprise,1000040
400,0,Joey,We did?,neutral,3000020
400,1,Monica,You owe me 20 bucks.,non-neutral,1100201
400,2,Rachel,Thank you. Thank you so much!,joy,0500000
400,3,Monica,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",neutral,5000000
400,4,Rachel,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",surprise,2000030
400,5,Rachel,"What, what, what is it with you and this holiday?",non-neutral,2000111
400,6,Chandler,"All right, I'm nine years old.",neutral,5000000
400,7,Ross,"Oh, I hate this story.",non-neutral,1000202
400,8,Chandler,We just finished this magnificent Thanksgiving dinner.,neutral,4100000
400,9,Chandler,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",sadness,1130000
400,10,Rachel,Oh my god.,surprise,1010030
400,11,Chandler,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,sadness,0130001
401,0,Rachel,"Hey, who's this little naked guy?",surprise,0100040
401,1,Ross,That little naked guy would be me.,neutral,4010000
401,2,Rachel,"Aww, look at the little thing.",surprise,1100030
401,3,Ross,"Yes, yes, fine, that is my penis. Can we be grown-ups now?",non-neutral,2000201
401,4,Chandler,Who are those people?,surprise,1000040
401,5,Ross,Got me.,surprise,2000030
401,6,Monica,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",neutral,4100000
401,7,Rachel,"Wow, Monica, you look just like your grandmother. How old was she there?",surprise,1000040
401,8,Monica,"Let's see, 1939... yeah, 24, 25?",neutral,4000010
401,9,Ross,Looks like a fun gang.,neutral,3200000
401,10,Joey,"Ooh, look-look-look-look-look! I got Monica naked!",joy,0400010
401,11,Ross,"Nono, that would be me again. I'm, uh, just trying something.",non-neutral,1021010
402,0,Tag,"So, what's this about?",non-neutral,2000120
402,1,Phoebe,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",neutral,4001000
402,2,Tag,No.  This is my red sweater.,neutral,3000110
402,3,Phoebe,Oh no. Could I get anyone a coffee orpoison? No? Just for me? Okay.,fear,0003101
402,4,Tag,What's going on Rach?,non-neutral,2001110
402,5,Rachel,"Nothing! Phoebe kinda made a mistake. But y'know you do wear that sweater a lot, are you involved in some kind of dare?",non-neutral,2002010
402,6,Tag,"Y'know, I'm actually glad Phoebe called.",non-neutral,2200100
402,7,Tag,"I know we broke up because you thought I wasn't mature enough, but I've really grown up and think we should get back together.",non-neutral,2111000
402,8,Rachel,"Oh, it's just not the right time.",non-neutral,1011011
402,9,Tag,It is the right time.,non-neutral,2000201
402,10,Rachel,Okay.,neutral,4000100
402,11,Joey,Kay!,non-neutral,2200100
402,12,The Presenter,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,neutral,5000000
402,13,Joey,What the?!,surprise,0000140
403,0,Rachel,Yeah.,neutral,5000000
403,1,Policeman,"You're an Aquarius, huh?",neutral,3000020
